Title,Job Zone,Description,Domain,O*NET-SOC Code,french_title,french_description,french_domain
"Welders, Cutters, Solderers, and Brazers",2,"Use hand-welding, flame-cutting, hand-soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products.",Production Occupations,51-4121.00,"Soudeurs, coupeurs, soudereurs et brassières","Utilisez le soudage à la main, la coupe des flammes, le fumeur à la main ou le brasage pour souder ou rejoindre des composants métalliques ou pour remplir des trous, des indentations ou des coutures de produits métalliques fabriqués.",Professions de production
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2,"Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines.",Production Occupations,51-4122.00,"Soudage, soudure et braser les réseaux, opérateurs et appels d'offres","Configurer, exploiter ou tendre des machines ou des robots de soudage, de soudage ou de brasage qui soudent, brassement, soudure ou traitement thermique, composants ou assemblages en métal. Comprend les travailleurs qui exploitent des coupeurs laser ou des machines à faisceau laser.",Professions de production
"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat treat metal or plastic objects.",Production Occupations,51-4191.00,"Équipements d'équipement de traitement thermique, opérateurs et appels d'offres, métal et plastique","Configurez, utilisez ou tendez des équipements de chauffage, tels que les fours à traitement thermique, les machines durcissant les flammes, les machines à induction, les fosses de trempage ou l'équipement sous vide pour tempérer, durcir, recuire ou traiter les objets en métal ou en plastique thermique.",Professions de production
"Layout Workers, Metal and Plastic",2,"Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters.",Production Occupations,51-4192.00,"Travailleurs de disposition, métal et plastique","Disposez les points de référence et les dimensions sur le stock ou les pièces en plastique ou en plastique, tels que les feuilles, les plaques, les tubes, les formes structurelles, les pièces moulées ou les pièces de la machine, pour un traitement ultérieur. Comprend des expéditeurs.",Professions de production
"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2,"Set up, operate, or tend plating machines to coat metal or plastic products with chromium, zinc, copper, cadmium, nickel, or other metal to protect or decorate surfaces. Typically, the product being coated is immersed in molten metal or an electrolytic solution.",Production Occupations,51-4193.00,"Machine à placier, opérateurs et appels d'offres, métal et plastique","Configurez, exploitez ou tendez aux machines de placage pour enrober les produits en métal ou en plastique avec du chrome, du zinc, du cuivre, du cadmium, du nickel ou d'autres métaux pour protéger ou décorer les surfaces. En règle générale, le produit enduit est immergé dans du métal fondu ou d'une solution électrolytique.",Professions de production
"Tool Grinders, Filers, and Sharpeners",2,"Perform precision smoothing, sharpening, polishing, or grinding of metal objects.",Production Occupations,51-4194.00,"Broyeurs d'outils, déclarants et aiguineurs","Effectuez le lissage, l'affûtage, le polissage ou le broyage des objets métalliques.",Professions de production
Prepress Technicians and Workers,3,Format and proof text and images submitted by designers and clients into finished pages that can be printed. Includes digital and photo typesetting. May produce printing plates.,Production Occupations,51-5111.00,Techniciens et travailleurs de la prépression,Format et preuve de texte et d'images soumis par les concepteurs et les clients dans des pages finies qui peuvent être imprimées. Comprend la composition numérique et photo. Peut produire des plaques d'impression.,Professions de production
Printing Press Operators,2,"Set up and operate digital, letterpress, lithographic, flexographic, gravure, or other printing machines. Includes short-run offset printing presses.",Production Occupations,51-5112.00,Imprimerie,"Configurer et exploiter le numérique, la typographie, la lithographique, la flexographique, la gravure ou d'autres machines d'impression. Comprend des presses d'impression de décalage à court terme.",Professions de production
Print Binding and Finishing Workers,2,Bind books and other publications or finish printed products by hand or machine. May set up binding and finishing machines.,Production Occupations,51-5113.00,Travailleurs de reliure et de finition imprimées,Bonnez-vous des livres et d'autres publications ou terminez les produits imprimés à la main ou à la machine. Peut configurer des machines de liaison et de finition.,Professions de production
Laundry and Dry-Cleaning Workers,1,"Operate or tend washing or dry-cleaning machines to wash or dry-clean industrial or household articles, such as cloth garments, suede, leather, furs, blankets, draperies, linens, rugs, and carpets. Includes spotters and dyers of these articles.",Production Occupations,51-6011.00,Buanderie et travailleurs de nettoyage à sec,"Faire fonctionner ou s'occuper des machines de lavage ou de nettoyage à sec pour laver les articles industriels ou ménagers à sec ou à sec, tels que les vêtements en tissu, le daim, le cuir, les fourrures, les couvertures, les draperies, les drapeaux, les tapis et les tapis. Comprend des observateurs et des teinturiers de ces articles.",Professions de production
"Pressers, Textile, Garment, and Related Materials",1,Press or shape articles by hand or machine.,Production Occupations,51-6021.00,"Pressoirs, textile, vêtement et matériaux connexes",Appuyez sur ou façonnez des articles à la main ou à la machine.,Professions de production
Sewing Machine Operators,1,"Operate or tend sewing machines to join, reinforce, decorate, or perform related sewing operations in the manufacture of garment or nongarment products.",Production Occupations,51-6031.00,Opérateurs de machines à coudre,"Faire fonctionner ou s'occuper des machines à coudre pour rejoindre, renforcer, décorer ou effectuer des opérations de couture connexes dans la fabrication de produits de vêtements ou de non-chargement.",Professions de production
Shoe and Leather Workers and Repairers,2,"Construct, decorate, or repair leather and leather-like products, such as luggage, shoes, and saddles. May use hand tools.",Production Occupations,51-6041.00,Travailleurs et réparateurs de chaussures et de cuir,"Construire, décorer ou réparer des produits en cuir et en cuir, tels que les bagages, les chaussures et les selles. Peut utiliser des outils à main.",Professions de production
Shoe Machine Operators and Tenders,2,"Operate or tend a variety of machines to join, decorate, reinforce, or finish shoes and shoe parts.",Production Occupations,51-6042.00,Opérateurs et offres de machines à chaussures,"Faire fonctionner ou tendance à une variété de machines pour rejoindre, décorer, renforcer ou finir des chaussures et des pièces de chaussures.",Professions de production
"Sewers, Hand",2,"Sew, join, reinforce, or finish, usually with needle and thread, a variety of manufactured items. Includes weavers and stitchers.",Production Occupations,51-6051.00,"Égouts, main","Cousez, rejoignez, renforcez ou terminez, généralement avec l'aiguille et le fil, une variété d'articles fabriqués. Comprend les tisserands et les coutumes.",Professions de production
