,O*NET-SOC Code,Title,Job Zone,Date,Domain Source,Description,Domain
122,15-1299.01,Web Administrators,4,Aug-18,Analyst,"Manage web environment design, deployment, development and maintenance activities. Perform testing and quality assurance of web sites and web applications.",Computer and Mathematical Occupations
123,15-1299.02,Geographic Information Systems Technologists and Technicians,4,Nov-20,Analyst - Transition,"Assist scientists or related professionals in building, maintaining, modifying, or using geographic information systems (GIS) databases. May also perform some custom application development or provide user support.",Computer and Mathematical Occupations
124,15-1299.03,Document Management Specialists,4,Aug-21,Analyst,"Implement and administer enterprise-wide document management systems and related procedures that allow organizations to capture, store, retrieve, share, and destroy electronic records and documents.",Computer and Mathematical Occupations
125,15-1299.04,Penetration Testers,4,Nov-21,Analyst - Preliminary,Evaluate network system security by conducting simulated internal and external cyberattacks using adversary tools and techniques. Attempt to breach and exploit critical systems and gain access to sensitive information to assess system security.,Computer and Mathematical Occupations
126,15-1299.05,Information Security Engineers,4,Nov-21,Analyst - Preliminary,"Develop and oversee the implementation of information security procedures and policies. Build, maintain and upgrade security technology, such as firewalls, for the safe use of computer networks and the transmission and retrieval of information. Design and implement appropriate security controls to identify vulnerabilities and protect digital files and electronic infrastructures. Monitor and respond to computer security breaches, viruses, and intrusions, and perform forensic investigation. May oversee the assessment of information security systems.",Computer and Mathematical Occupations
127,15-1299.06,Digital Forensics Analysts,4,Nov-21,Analyst - Preliminary,"Conduct investigations on computer-based crimes establishing documentary or physical evidence, such as digital media and logs associated with cyber intrusion incidents. Analyze digital evidence and investigate computer security incidents to derive information in support of system and network vulnerability mitigation. Preserve and present computer-related evidence in support of criminal, fraud, counterintelligence, or law enforcement investigations.",Computer and Mathematical Occupations
128,15-1299.07,Blockchain Engineers,4,Nov-21,Analyst - Preliminary,"Maintain and support distributed and decentralized blockchain-based networks or block-chain applications such as cryptocurrency exchange, payment processing, document sharing, and digital voting. Design and deploy secure block-chain design patterns and solutions over geographically distributed networks using advanced technologies. May assist with infrastructure setup and testing for application transparency and security.",Computer and Mathematical Occupations
129,15-1299.08,Computer Systems Engineers/Architects,4,Aug-18,Analyst,"Design and develop solutions to complex applications problems, system administration issues, or network concerns. Perform systems management and integration functions.",Computer and Mathematical Occupations
130,15-1299.09,Information Technology Project Managers,4,Aug-19,Analyst,"Plan, initiate, and manage information technology (IT) projects. Lead and guide the work of technical staff. Serve as liaison between business and technical aspects of projects. Plan project stages and assess business implications for each stage. Monitor progress to assure deadlines, standards, and cost targets are met.",Computer and Mathematical Occupations
131,15-2011.00,Actuaries,4,Jul-17,Analyst,"Analyze statistical data, such as mortality, accident, sickness, disability, and retirement rates and construct probability tables to forecast risk and liability for payment of future benefits. May ascertain insurance rates required and cash reserves necessary to ensure payment of future benefits.",Computer and Mathematical Occupations
